rating,reviews,company,province,parsed_date,processed_reviews,tokenized_reviews,topic
4,Bertempat di Seberang  Depo Pertamina Sorong,JNE,Papua Barat,2021-01-21,tempat seberang depo pertamina,"['tempat', 'seberang', 'depo', 'pertamina']",Pelayanan Bagus
5,PELAYANANNYA BAIK,JNE,Papua Barat,2021-01-21,layan,['layan'],Pelayanan Bagus
4,Mantaap JNE Cabang Sorong,JNE,Papua Barat,2021-01-21,mantaap cabang,"['mantaap', 'cabang']",Pelayanan Bagus
5,Bagus,JNE,Papua Barat,2021-01-21,bagus,['bagus'],Pelayanan Bagus
5,Ramai,JNE,Papua Barat,2021-01-21,ramai,['ramai'],Pelayanan Bagus
5,Santun ramah...cepat,JNE,Papua Barat,2021-01-21,santun ramah cepat,"['santun', 'ramah', 'cepat']",Pelayanan Bagus
5,Terpercaya👍👍👍 …,JNE,Papua Barat,2021-01-21,percaya,['percaya'],Pelayanan Bagus
4,Kirim data,JNE,Papua Barat,2021-01-21,data,['data'],Pelayanan Bagus
5,Wow,JNE,Papua Barat,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Yang mau print gas DTF..,JNE,Papua Barat,2021-01-21,print gas dtf,"['print', 'gas', 'dtf']",Pelayanan Bagus
5,"Pengalaman yang sangat menarik ketika saya ingin mengirim paket untuk keluarga saya, pelayanan yang sangat baik dan hati-hati. Karyawannya sangat responsif dan selalu mendengarkan apa yang diinginkan pelanggan, pelanggan adalah raja sesungguhnya di sini.",JNE,Papua Barat,2021-01-21,alam tarik kirim keluarga layan hati hati karyawannya responsif dengar langgan langgan raja sungguh,"['alam', 'tarik', 'kirim', 'keluarga', 'layan', 'hati', 'hati', 'karyawannya', 'responsif', 'dengar', 'langgan', 'langgan', 'raja', 'sungguh']",Pelayanan Bagus
5,Pelayanannya bagus,JNE,Papua Barat,2021-01-21,layan bagus,"['layan', 'bagus']",Pelayanan Bagus
5,Tempat yang bagus,JNE,Papua Barat,2021-01-21,bagus,['bagus'],Pelayanan Bagus
5,JNE adalah yang terbaik,JNE,Papua Barat,2021-01-21,baik,['baik'],Pelayanan Bagus
4,BLCAFFEE-BALIEM BLUE CACE POTIKELEK PASAR KAYU 60 WAMENA,JNE,Papua Pegunungan,2021-01-21,blcaffee baliem blue cace potikelek pasar kayu wamena,"['blcaffee', 'baliem', 'blue', 'cace', 'potikelek', 'pasar', 'kayu', 'wamena']",Pelayanan Bagus
5,🙏🙏🙏 …,JNE,Papua Pegunungan,2021-01-21,nan,['nan'],Pelayanan Bagus
5,"Tempat yang  pas untuk memgirim, waktu pengiriman cepat dan aman",JNE,Papua Pegunungan,2021-01-21,pas memgirim waktu kirim cepat aman,"['pas', 'memgirim', 'waktu', 'kirim', 'cepat', 'aman']",Pelayanan Bagus
5,"Lumayan, kalau bisa ajukan pengantaran ke Rumah",JNE,Papua Pegunungan,2021-01-21,aju antar rumah,"['aju', 'antar', 'rumah']",Pelayanan Bagus
5,Paket saya selalu terlambat...,JNE,Papua Pegunungan,2021-01-21,lambat,['lambat'],Pelayanan Bagus
5,"Makasih atas pelayananya,.",JNE,Papua Pegunungan,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Cepat dan aman,JNE,Papua Pegunungan,2021-01-21,cepat aman,"['cepat', 'aman']",Pelayanan Bagus
5,Ekspedisi JNE di Wamena Jayawijaya Papua,JNE,Papua Pegunungan,2021-01-21,ekspedisi wamena jayawijaya papua,"['ekspedisi', 'wamena', 'jayawijaya', 'papua']",Pelayanan Bagus
5,Mantap,JNE,Papua Pegunungan,2021-01-21,bagus,['bagus'],Pelayanan Bagus
5,Oke,JNE,Papua Pegunungan,2021-01-21,nan,['nan'],Pelayanan Bagus
4,Layanan cepat dan bermanfaat!,JNE,Papua Pegunungan,2021-01-21,cepat manfaat,"['cepat', 'manfaat']",Pelayanan Bagus
5,Rama2,JNE,Papua Pegunungan,2021-01-21,buang,['buang'],Pelayanan Bagus
5,Bagus,JNE,Papua Pegunungan,2021-01-21,bagus,['bagus'],Pelayanan Bagus
5,Terima JNE sudah mempermudah kami buat chek out,JNE,Papua Selatan,2021-01-21,mudah chek out,"['mudah', 'chek', 'out']",Pelayanan Bagus
5,"Pket cepat tiba, dan selalu d hubungi,",JNE,Papua Selatan,2021-01-21,pket cepat,"['pket', 'cepat']",Pelayanan Bagus
4,"Sebagai tukang ojek, kadang ada juga customer yang minta diambilkan barang di JNE.
Pelayanan nya menurut saya standart saja, karena yang cari barang hanya satu …",JNE,Papua Selatan,2021-01-21,tukang ojek kadang customer ambil layan standart cari,"['tukang', 'ojek', 'kadang', 'customer', 'ambil', 'layan', 'standart', 'cari']",Pelayanan Bagus
4,JNE merupakan salah satu agen kirim dan terima barang..letaknya yg mudah dijangkau Krn terletak dipinggir jalan raya. Utk pelayanan standar..,JNE,Papua Selatan,2021-01-21,salah agen letak mudah jangkau letak pinggir jalan raya layan standar,"['salah', 'agen', 'letak', 'mudah', 'jangkau', 'letak', 'pinggir', 'jalan', 'raya', 'layan', 'standar']",Pelayanan Bagus
4,Kurir JNE ramah dan baik...sebelum barang diantr biasanya saya ditelpon terlebih dahulu,JNE,Papua Selatan,2021-01-21,ramah diantr telpon,"['ramah', 'diantr', 'telpon']",Pelayanan Bagus
4,"Walaupun lama pebgatarannyah, saya wajari namanyah manusiah biasa, yg penting mereka sudah berusaha sebaik mungkin melakukan yang terbaiik",JNE,Papua Selatan,2021-01-21,lambat pebgatarannyah wajar namanyah manusiah usaha terbaiik,"['lambat', 'pebgatarannyah', 'wajar', 'namanyah', 'manusiah', 'usaha', 'terbaiik']",Pelayanan Bagus
4,"kak mau tnya dong paket saya stts  HOLD FOR FURTHER INSTRUCTIONS keberadaaan paket saya sdah di merauke, apakah saya bisa langsung ambil paketnya?",JNE,Papua Selatan,2021-01-21,tnya  stts hold further instructions rad merauke langsung paket,"['tnya', 'stts', 'hold', 'further', 'instructions', 'rad', 'merauke', 'langsung', 'paket']",Pelayanan Bagus
5,Pelayanan yang baik,JNE,Papua Selatan,2021-01-21,layan,['layan'],Pelayanan Bagus
4,Layanan pengiriman paket lumayan bagus,JNE,Papua Selatan,2021-01-21,kirim bagus,"['kirim', 'bagus']",Pelayanan Bagus
5,kurir mantap barang datang langsung kirim,JNE,Papua Selatan,2021-01-21,bagus langsung,"['bagus', 'langsung']",Pelayanan Bagus
5,Tempat yang strategis. Mudah di jangkau dan berada di tengah-tengah kota,JNE,Papua Selatan,2021-01-21,strategis mudah jangkau kota,"['strategis', 'mudah', 'jangkau', 'kota']",Pelayanan Bagus
4,Sayanggg ku menyesalll eits anda berbohong apa ni buktinya,JNE,Papua Selatan,2021-01-21,sayang sesal eits bohong bukti,"['sayang', 'sesal', 'eits', 'bohong', 'bukti']",Pelayanan Bagus
4,Kadang cepat kadang lama tergantung hoki hehehe,JNE,Papua Selatan,2021-01-21,kadang cepat kadang lambat gantung hoki,"['kadang', 'cepat', 'kadang', 'lambat', 'gantung', 'hoki']",Pelayanan Bagus
4,tempat kirim paket yang aman dan terpecaya,JNE,Papua Selatan,2021-01-21,aman terpecaya,"['aman', 'terpecaya']",Pelayanan Bagus
5,Salah satu jasa pengiriman barang yang ada di Merauke,JNE,Papua Selatan,2021-01-21,salah jasa kirim merauke,"['salah', 'jasa', 'kirim', 'merauke']",Pelayanan Bagus
5,Kurirnya ramah dan sopan.,JNE,Papua Selatan,2021-01-21,kurir ramah sopan,"['kurir', 'ramah', 'sopan']",Pelayanan Bagus
5,Tempat yang bagus utk mengirim barang,JNE,Papua Selatan,2021-01-21,bagus kirim,"['bagus', 'kirim']",Pelayanan Bagus
5,Mantap sa biasa menggunakan jasanya,JNE,Papua Selatan,2021-01-21,bagus sa jasa,"['bagus', 'sa', 'jasa']",Pelayanan Bagus
5,Ini tempat aku besar dn menumba ilmu🥺 …,JNE,Papua Selatan,2021-01-21,dn menumba ilmu,"['dn', 'menumba', 'ilmu']",Pelayanan Bagus
5,sangat Lambat respon barangNya,JNE,Papua Selatan,2021-01-21,lambat respon barang,"['lambat', 'respon', 'barang']",Pelayanan Bagus
5,Jne yang sekarang pelayanannya semakin baik.,JNE,Papua Selatan,2021-01-21,layan,['layan'],Pelayanan Bagus
5,Ekpedisi ; keamanan barang terjamin,JNE,Papua Selatan,2021-01-21,ekpedisi aman jamin,"['ekpedisi', 'aman', 'jamin']",Pelayanan Bagus
5,Jasa pengiriman seluruh indonesia. . .,JNE,Papua Selatan,2021-01-21,jasa kirim indonesia,"['jasa', 'kirim', 'indonesia']",Pelayanan Bagus
5,Karyawan ramah sopan dan hotelx bersih,JNE,Papua Selatan,2021-01-21,karyawan ramah sopan hotelx bersih,"['karyawan', 'ramah', 'sopan', 'hotelx', 'bersih']",Pelayanan Bagus
5,Pelayanan mantab...,JNE,Papua Selatan,2021-01-21,layan,['layan'],Pelayanan Bagus
4,👍 …,JNE,Papua Selatan,2021-01-21,nan,['nan'],Pelayanan Bagus
5,tidak ada tanda untuk gedung ini,JNE,Papua Selatan,2021-01-21,tanda gedung,"['tanda', 'gedung']",Pelayanan Bagus
5,❤️,JNE,Papua Selatan,2021-01-21,nan,['nan'],Pelayanan Bagus
5,👍🏽 …,JNE,Papua Selatan,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Pelayanan cepat,JNE,Papua Selatan,2021-01-21,layan cepat,"['layan', 'cepat']",Pelayanan Bagus
5,Logistik manteplah 👍👍 …,JNE,Papua Selatan,2021-01-21,logistik manteplah,"['logistik', 'manteplah']",Pelayanan Bagus
5,Terbaik,JNE,Papua Selatan,2021-01-21,baik,['baik'],Pelayanan Bagus
5,Sangat membantu,JNE,Papua Selatan,2021-01-21,bantu,['bantu'],Pelayanan Bagus
4,Dibolehin parkir 😁😁 …,JNE,Papua Selatan,2021-01-21,dibolehin parkir,"['dibolehin', 'parkir']",Pelayanan Bagus
5,Mantap,JNE,Papua Selatan,2021-01-21,bagus,['bagus'],Pelayanan Bagus
5,Oke,JNE,Papua Selatan,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Bagus,JNE,Papua Selatan,2021-01-21,bagus,['bagus'],Pelayanan Bagus
5,Sip,JNE,Papua Selatan,2021-01-21,sesap,['sesap'],Pelayanan Bagus
4,Jasa pengiriman,JNE,Papua Selatan,2021-01-21,jasa kirim,"['jasa', 'kirim']",Pelayanan Bagus
5,Pekerjaan bagus,JNE,Papua Selatan,2021-01-21,kerja bagus,"['kerja', 'bagus']",Pelayanan Bagus
4,Bagus,JNE,Papua Selatan,2021-01-21,bagus,['bagus'],Pelayanan Bagus
5,Oke daaah,JNE,Papua Selatan,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Tepat waktu,JNE,Papua Selatan,2021-01-21,tepat waktu,"['tepat', 'waktu']",Pelayanan Bagus
4,kurir yang bagus,JNE,Papua Selatan,2021-01-21,bagus,['bagus'],Pelayanan Bagus
5,sangat membantu dalam pengiriman barang,JNE,Papua Tengah,2021-01-21,bantu kirim,"['bantu', 'kirim']",Pelayanan Bagus
4,"Paket kirim dr jakarta 4 hari. Lama nya waktu ambil barang di kantor, 1 jam capek berdiri. Client banyak tetapi petugasnya cuma sedikit. Dimasa korona seperti saai ini cukup berbahaya jika terjadi penumpukan seperti tadi.",JNE,Papua Tengah,2021-01-21,lambat waktu kantor capek diri client tugas masa korona saai bahaya tumpu,"['lambat', 'waktu', 'kantor', 'capek', 'diri', 'client', 'tugas', 'masa', 'korona', 'saai', 'bahaya', 'tumpu']",Pelayanan Bagus
4,Tempat ini khusus untuk mengambil paket. Tidak bisa untuk mengirim paket di sini.,JNE,Papua Tengah,2021-01-21,khusus ambil kirim,"['khusus', 'ambil', 'kirim']",Pelayanan Bagus
5,Pengiriman cepat,JNE,Papua Tengah,2021-01-21,kirim cepat,"['kirim', 'cepat']",Pelayanan Bagus
4,Lumayan bagus layanan nya. Cepat dan Bisa dipercaya,JNE,Papua Tengah,2021-01-21,bagus cepat percaya,"['bagus', 'cepat', 'percaya']",Pelayanan Bagus
5,Saya selalu menggunakan jasa pengiriman JNE untuk mengirimkan barang2 kebutuhan saya,JNE,Papua Tengah,2021-01-21,jasa kirim kirim butuh,"['jasa', 'kirim', 'kirim', 'butuh']",Pelayanan Bagus
5,MasyaAllah...Pelayanan Sangat Ramah dan Bagus.. Tetap Pertahankan dan tingkatkan.. Sukses selalau,JNE,Papua Tengah,2021-01-21,masyaallah layan ramah bagus tahan tingkat sukses lalau,"['masyaallah', 'layan', 'ramah', 'bagus', 'tahan', 'tingkat', 'sukses', 'lalau']",Pelayanan Bagus
5,"Pelayanan yg bagus, dan mudah untuk melakukan pengiriman lewat JNE",JNE,Papua Tengah,2021-01-21,layan bagus mudah kirim,"['layan', 'bagus', 'mudah', 'kirim']",Pelayanan Bagus
4,Tempat terpisah antara pengiriman dan pengambilan barang,JNE,Papua Tengah,2021-01-21,pisah kirim ambil,"['pisah', 'kirim', 'ambil']",Pelayanan Bagus
5,Mohon izin tanya kak klau pakai jasa titip JNE berapa yah harga jasa titipnya🙏🙏🙏 …,JNE,Papua Tengah,2021-01-21,mohon izin klau pakai jasa titip harga jasa titip,"['mohon', 'izin', 'klau', 'pakai', 'jasa', 'titip', 'harga', 'jasa', 'titip']",Pelayanan Bagus
5,Pengiriman cepat dan aman,JNE,Papua Tengah,2021-01-21,kirim cepat aman,"['kirim', 'cepat', 'aman']",Pelayanan Bagus
5,andalan,JNE,Papua Tengah,2021-01-21,andal,['andal'],Pelayanan Bagus
5,Barang datang tepat waktu dan diantar kerumah pula,JNE,Papua Tengah,2021-01-21,tepat waktu antar rumah,"['tepat', 'waktu', 'antar', 'rumah']",Pelayanan Bagus
5,Jne selalu tepat waktu.. Sukses selalu jne,JNE,Papua Tengah,2021-01-21,tepat waktu sukses,"['tepat', 'waktu', 'sukses']",Pelayanan Bagus
5,Petugasnya sangat ramah terhadap costumer,JNE,Papua Tengah,2021-01-21,tugas ramah costumer,"['tugas', 'ramah', 'costumer']",Pelayanan Bagus
4,"Kantor Utama Pengambilan Paket JNE di Jalan Budi Utomo, Timika",JNE,Papua Tengah,2021-01-21,kantor utama ambil jalan budi utomo timika,"['kantor', 'utama', 'ambil', 'jalan', 'budi', 'utomo', 'timika']",Pelayanan Bagus
5,Mantap kinerjanya,JNE,Papua Tengah,2021-01-21,bagus kerja,"['bagus', 'kerja']",Pelayanan Bagus
4,"Menjual fashion, sandal&tas",JNE,Papua Tengah,2021-01-21,jual fashion sandal tas,"['jual', 'fashion', 'sandal', 'tas']",Pelayanan Bagus
5,"Cepat tanggap ,dari jnt",JNE,Papua Tengah,2021-01-21,cepat tanggap,"['cepat', 'tanggap']",Pelayanan Bagus
5,"Mudah ditemukan, pelayanan cepat...",JNE,Papua Tengah,2021-01-21,mudah temu layan cepat,"['mudah', 'temu', 'layan', 'cepat']",Pelayanan Bagus
4,Lumayan cepat pengiriman,JNE,Papua Tengah,2021-01-21,cepat kirim,"['cepat', 'kirim']",Pelayanan Bagus
5,Paket yang di kirim tepat waktu,JNE,Papua Tengah,2021-01-21,tepat waktu,"['tepat', 'waktu']",Pelayanan Bagus
4,Titipan kilat dengan Pelayananan yg baik.,JNE,Papua Tengah,2021-01-21,titip kilat pelayananan,"['titip', 'kilat', 'pelayananan']",Pelayanan Bagus
5,sampai ke plosok!,JNE,Papua Tengah,2021-01-21,plosok,['plosok'],Pelayanan Bagus
5,👌👍 …,JNE,Papua Tengah,2021-01-21,nan,['nan'],Pelayanan Bagus
5,👍 …,JNE,Papua Tengah,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Cepat⚡🚀 …,JNE,Papua Tengah,2021-01-21,cepat,['cepat'],Pelayanan Bagus
5,pelayanan sementaara memuaskan,JNE,Papua Tengah,2021-01-21,layan sementaara muas,"['layan', 'sementaara', 'muas']",Pelayanan Bagus
5,Sampai ke pelosok negeri,JNE,Papua Tengah,2021-01-21,pelosok negeri,"['pelosok', 'negeri']",Pelayanan Bagus
4,Sangat mrmbantu,JNE,Papua Tengah,2021-01-21,mrmbantu,['mrmbantu'],Pelayanan Bagus
4,Jasa kirim jne di timika,JNE,Papua Tengah,2021-01-21,jasa timika,"['jasa', 'timika']",Pelayanan Bagus
4,Strategis,JNE,Papua Tengah,2021-01-21,strategis,['strategis'],Pelayanan Bagus
5,Bagus,JNE,Papua Tengah,2021-01-21,bagus,['bagus'],Pelayanan Bagus
5,Mantap,JNE,Papua Tengah,2021-01-21,bagus,['bagus'],Pelayanan Bagus
5,JNE Terbaik,JNE,Papua Tengah,2021-01-21,baik,['baik'],Pelayanan Bagus
5,Informatif,JNE,Papua Tengah,2021-01-21,informatif,['informatif'],Pelayanan Bagus
5,Amil.barang,JNE,Papua Tengah,2021-01-21,amil,['amil'],Pelayanan Bagus
5,Telat,JNE,Papua Tengah,2021-01-21,lambat,['lambat'],Pelayanan Bagus
5,Kantor kurir untuk menerima paket,JNE,Papua Tengah,2021-01-21,kantor terima,"['kantor', 'terima']",Pelayanan Bagus
5,Pelayanan nya bagus N ramah paket saya juga cepat banget datang nya perkiraan nya 5 hari ini baru 3 hari paket saya sudah datang abang kurir nya baik aku gak tau siapa namanya tapi di minta wa nya abng@sall,JNE,Riau,2021-01-21,layan bagus ramah cepat kira abang nama whatsapp abng,"['layan', 'bagus', 'ramah', 'cepat', 'kira', 'abang', 'nama', 'whatsapp', 'abng']",Pelayanan Bagus
5,"Awalnya takut karena ngeliat rating nya yg jelek, saya beli laptop dari tokped. Dan alhamdulillah admin jne nya baik kok, dan kurir nya juga gercep. Kurirnya juga ngehubungin saya via wa pas udah deket rumah. Barang jg sampai dengan …",JNE,Riau,2021-01-21,takut lihat rating beli laptop admin gercep kurir ngehubungin via whatsapp pas deket rumah,"['takut', 'lihat', 'rating', 'beli', 'laptop', 'admin', 'gercep', 'kurir', 'ngehubungin', 'via', 'whatsapp', 'pas', 'deket', 'rumah']",Pelayanan Bagus
5,"Cek paket yg tiba dari luar kota ke Pekanbaru sebelum di antar diantar oleh kurir , harus di sortir di gudang , di atur berdasarkan area di Pekanbaru …",JNE,Riau,2021-01-21,cek kota antar sortir atur dasar area,"['cek', 'kota', 'antar', 'sortir', 'atur', 'dasar', 'area']",Pelayanan Bagus
5,"Buat saya JNE cargo trucking masih tetap bintang 5, nelfon rencana mau jemput sendiri ke  warehouse eh malah diantar ke rumah",JNE,Riau,2021-01-21,cargo trucking bintang telepon rencana jemput warehouse antar rumah,"['cargo', 'trucking', 'bintang', 'telepon', 'rencana', 'jemput', 'warehouse', 'antar', 'rumah']",Pelayanan Bagus
5,"Pelayanan nya ramah,proses ambil barang juga cepat,",JNE,Riau,2021-01-21,layan ramah proses cepat,"['layan', 'ramah', 'proses', 'cepat']",Pelayanan Bagus
5,"Thanks JNE Pekanbaru
Kirim Service OKE dari Jakarta ke PKU sehari sampai  .
Pertahankan terus Servicenya",JNE,Riau,2021-01-21,service pku hari tahan servicenya,"['service', 'pku', 'hari', 'tahan', 'servicenya']",Pelayanan Bagus
4,"Pelayanan untuk pengambilan barang di warehouse cepat & efisien. Sebelumnya kita di telfon untuk konfirmasi pengambilan dan nomor resi.
Ditempat kita tinggal menunjukkan ktp asli & menulis nomor resi.",JNE,Riau,2021-01-21,layan ambil warehouse cepat efisien telfon konfirmasi ambil nomor resi tempat tinggal ktp asli tulis nomor resi,"['layan', 'ambil', 'warehouse', 'cepat', 'efisien', 'telfon', 'konfirmasi', 'ambil', 'nomor', 'resi', 'tempat', 'tinggal', 'ktp', 'asli', 'tulis', 'nomor', 'resi']",Pelayanan Bagus
5,"Mohon ditingkatkan pengiriman agar lebih cepat,, terimakasih jne, sukses selalu jne",JNE,Riau,2021-01-21,mohon tingkat kirim cepat sukses,"['mohon', 'tingkat', 'kirim', 'cepat', 'sukses']",Pelayanan Bagus
4,"Tempat parkir motor nya kurang memadai bagi yang mau mengambil paket langsung, dan apalagi pas hari minggu bisa ngantri lama...",JNE,Riau,2021-01-21,parkir motor pada ambil langsung pas antri lambat,"['parkir', 'motor', 'pada', 'ambil', 'langsung', 'pas', 'antri', 'lambat']",Pelayanan Bagus
4,"Overall baik, pelayanan ramah, direspon dengan cepat, hanya saja terlalu jauh.",JNE,Riau,2021-01-21,overall layan ramah respon cepat,"['overall', 'layan', 'ramah', 'respon', 'cepat']",Pelayanan Bagus
5,mantapp kurirnya ramah dan pelayanan baguss jaya selalu jnee 🔥 …,JNE,Riau,2021-01-21,mantapp kurir ramah layan baguss jaya jnee,"['mantapp', 'kurir', 'ramah', 'layan', 'baguss', 'jaya', 'jnee']",Pelayanan Bagus
5,"JNE PKU customer servicenya ramah, pengirimannya juga cepat selalu puas sama pelayanan JNE.",JNE,Riau,2021-01-21,pku customer servicenya ramah kirim cepat puas layan,"['pku', 'customer', 'servicenya', 'ramah', 'kirim', 'cepat', 'puas', 'layan']",Pelayanan Bagus
5,Alhamdulillah ambil barang di JNE rawa indah lancar2 aj gada drama. Thx JNE,JNE,Riau,2021-01-21,rawa indah lancar nomor drama,"['rawa', 'indah', 'lancar', 'nomor', 'drama']",Pelayanan Bagus
5,terimakasih ab kurir JNE kiriman saya sudah sampai dengan baik 👍 …,JNE,Riau,2021-01-21,ab kirim,"['ab', 'kirim']",Pelayanan Bagus
5,pelayanan baik dan pengirim paket cepat dateng top buat jne,JNE,Riau,2021-01-21,layan kirim cepat dateng,"['layan', 'kirim', 'cepat', 'dateng']",Pelayanan Bagus
4,"Maap cuma bintang empat, soalnya agak kecewa kemaren waktu kirim paket shopee katanya ad peraturan baru. Gk boleh kalau cuma tulis tangan kode resi .. mesti nge print resi dari shopee, masalahnya saya cuma jualan kecil2an, blm rame bgt mesti ngeprint dlu kayaknya agak repot ke toko, gk punya printer sendiri 🙏🏻,, maaf yaa ☹ …",JNE,Riau,2021-01-21,maaf bintang kecewa kemarin pas atur kode resi tulis tangan print resi jual ramai print kayak repot toko printer maaf,"['maaf', 'bintang', 'kecewa', 'kemarin', 'pas', 'atur', 'kode', 'resi', 'tulis', 'tangan', 'print', 'resi', 'jual', 'ramai', 'print', 'kayak', 'repot', 'toko', 'printer', 'maaf']",Pelayanan Bagus
4,Kak paket motor ke Batam apa aja syarat wajib nya ya,JNE,Riau,2021-01-21,motor batam syarat wajib,"['motor', 'batam', 'syarat', 'wajib']",Pelayanan Bagus
4,"Saya sangat senang dengan Petugas Pengambilan barang yang Laki-laki kurus berkacamata. Orangnya ramah, murah senyum dan pelayanan nya tidak bertele2. Beda dengan yang lain. Sering sibuk berdebat tdk jelas di depan konsumen..apalagi yg 2 org …",JNE,Riau,2021-01-21,tugas ambil laki laki kurus kacamata orang ramah murah senyum layan tele beda sibuk debat konsumen orang,"['tugas', 'ambil', 'laki', 'laki', 'kurus', 'kacamata', 'orang', 'ramah', 'murah', 'senyum', 'layan', 'tele', 'beda', 'sibuk', 'debat', 'konsumen', 'orang']",Pelayanan Bagus
5,"Tulis resi, tunggu sebentar paket di cari, kasih ktp , udah paket di kasih
Pelayanan cepat, mantap",JNE,Riau,2021-01-21,tulis resi sebentar cari ktp layan cepat bagus,"['tulis', 'resi', 'sebentar', 'cari', 'ktp', 'layan', 'cepat', 'bagus']",Pelayanan Bagus
5,"ekpedisi profesional dari jaman toped sampai skrg gratong di shope selalu tercepat dr pengiriman p jawa ke pku bisa 2 hingga 3 hari saja. sayangnya tidak ada jasa eco di shope, itu masih baik drpada topet terlampau pelit subsidi kecil ekspedisi entah aja.",JNE,Riau,2021-01-21,ekpedisi profesional jaman gratong cepat kirim p jawa pku sayang jasa eco drpada topet lampau pelit subsidi ekspedisi,"['ekpedisi', 'profesional', 'jaman', 'gratong', 'cepat', 'kirim', 'p', 'jawa', 'pku', 'sayang', 'jasa', 'eco', 'drpada', 'topet', 'lampau', 'pelit', 'subsidi', 'ekspedisi']",Pelayanan Bagus
5,Gila ini pelayanannya cakep banget,JNE,Riau,2021-01-21,layan,['layan'],Pelayanan Bagus
5,Selalu senang berurusan dengan JNE selalu tepat waktu mudah dilacak dan jelas alamat warehouse nya jadi bisa ambil langsung kalau lagi butuh banget ngga usah nunggu dianterin kerumah,JNE,Riau,2021-01-21,urus tepat waktu mudah lacak warehouse langsung butuh dianterin rumah,"['urus', 'tepat', 'waktu', 'mudah', 'lacak', 'warehouse', 'langsung', 'butuh', 'dianterin', 'rumah']",Pelayanan Bagus
5,"Pelayanan bagus, staf aman dan ramah saat saya mengirim paket ke teman saya. Dan juga setiap paket yang saya kirim melalui JNE selalu sampai ke teman saya dengan selamat dan cepat. Menyarankan",JNE,Riau,2021-01-21,layan bagus staf aman ramah kirim teman teman cepat saran,"['layan', 'bagus', 'staf', 'aman', 'ramah', 'kirim', 'teman', 'teman', 'cepat', 'saran']",Pelayanan Bagus
4,Pengiriman twmpat yang buka sampai jam 9 malam.,JNE,Riau,2021-01-21,kirim twmpat malam,"['kirim', 'twmpat', 'malam']",Pelayanan Bagus
5,"Telah ada dua kali, stafnya ramah. ✌️",JNE,Riau,2021-01-21,staf ramah,"['staf', 'ramah']",Pelayanan Bagus
4,Mereka mendapat staf layanan yang cepat. Mereka juga baik dan sopan. Tempat parkirnya cukup luas. Kerja bagus. Lanjutkan pekerjaannya.,JNE,Riau,2021-01-21,staf cepat sopan parkir luas kerja bagus lanjut kerja,"['staf', 'cepat', 'sopan', 'parkir', 'luas', 'kerja', 'bagus', 'lanjut', 'kerja']",Pelayanan Bagus
5,Staf bekerja keras untuk menemukan paket yang salah tempat. Saya menghargainya,JNE,Riau,2021-01-21,staf keras temu salah harga,"['staf', 'keras', 'temu', 'salah', 'harga']",Pelayanan Bagus
5,Stabil,JNE,Riau,2021-01-21,stabil,['stabil'],Pelayanan Bagus
5,"Di sini saya mendapatkan kekayaan saya ..
Jaya selalu JNE..
Amiiinn",JNE,Riau,2021-01-21,kaya jaya aminn,"['kaya', 'jaya', 'aminn']",Pelayanan Bagus
5,"Pelayanannya cukup bagus, salah satu layanan kurir terbaik di kota.",JNE,Riau,2021-01-21,layan bagus salah baik kota,"['layan', 'bagus', 'salah', 'baik', 'kota']",Pelayanan Bagus
5,Layanan luar biasa,JNE,Riau,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Pelayanan bagus tapi agak terlalu jauh,JNE,Riau,2021-01-21,layan bagus,"['layan', 'bagus']",Pelayanan Bagus
4,Stafnya baik dan cepat tanggap dengan masalah pelanggan,JNE,Riau,2021-01-21,staf cepat tanggap langgan,"['staf', 'cepat', 'tanggap', 'langgan']",Pelayanan Bagus
4,Kurangnya ketersediaan ruang tunggu,JNE,Riau,2021-01-21,kurang sedia ruang,"['kurang', 'sedia', 'ruang']",Pelayanan Bagus
4,Tepat waktu namun terkadang sulit dihubungi dan berkoordinasi dengan kurir,JNE,Riau,2021-01-21,tepat waktu terkadang sulit hubung koordinasi,"['tepat', 'waktu', 'terkadang', 'sulit', 'hubung', 'koordinasi']",Pelayanan Bagus
5,Selalu ramai...,JNE,Riau,2021-01-21,ramai,['ramai'],Pelayanan Bagus
5,Besar..,JNE,Riau,2021-01-21,nan,['nan'],Pelayanan Bagus
4,Respon dan respons yang cukup,JNE,Riau,2021-01-21,respon respons,"['respon', 'respons']",Pelayanan Bagus
5,Oke,JNE,Riau,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Tempat yang bagus untuk pengiriman parsel,JNE,Riau,2021-01-21,bagus kirim parsel,"['bagus', 'kirim', 'parsel']",Pelayanan Bagus
5,Derek,JNE,Riau,2021-01-21,derek,['derek'],Pelayanan Bagus
5,Tempat parkir yang sangat bagus,JNE,Riau,2021-01-21,parkir bagus,"['parkir', 'bagus']",Pelayanan Bagus
5,#Bagus,JNE,Riau,2021-01-21,nan,['nan'],Pelayanan Bagus
